51.9173	-76.2866	0	0	1
23.5232	-68.1221	245576	752	1
53.5274	-129.022	182995	752	1
50.0712	-146.868	283808	736	1
59.1534	-131.014	168687	720	1
49.5829	-98.0311	224590	736	1
51.9256	-135.262	245576	752	1
51.2196	-127.132	464959	1520	1
17.0593	-49.8364	550888	1504	1
13.1305	-38.6863	266791	1168	1
50.6509	-116.38	295727	1168	1
47.4573	-136.291	337675	1424	1
43.1847	-107.547	281964	768	1
60.9965	-88.2995	397888	1488	1
57.1769	-92.1016	280672	1152	1
54.9632	-53.531	199079	1056	1
57.1216	-113.473	357304	1456	1
62.3818	-88.0485	528241	1504	1
52.0707	-76.8655	0	0	1
23.5815	-68.1695	241011	736	1
53.6139	-129.489	179839	704	1
50.6648	-148.075	281367	736	1
59.1197	-129.805	169896	688	1
49.4449	-97.6698	220343	736	1
51.8099	-135.284	241011	736	1
51.0823	-126.933	464155	1472	1
17.1622	-50.0954	547935	1504	1
13.1271	-38.7316	270754	1136	1
50.6821	-117.249	291605	1168	1
47.6974	-137.003	331997	1424	1
43.2253	-108.045	284317	768	1
61.1181	-88.4562	396403	1488	1
57.251	-93.0558	284727	1152	1
55.0848	-53.315	198242	1104	1
57.1432	-113.674	357363	1456	1
62.2529	-88.1859	528442	1520	1
52.1887	-77.5347	0	0	1
23.6649	-68.174	243591	736	1
53.5777	-129.668	180484	720	1
51.0098	-148.427	284313	720	1
59.0461	-128.646	172445	720	1
49.3096	-97.1046	223176	736	1
51.5593	-135.026	243591	736	1
51.0315	-126.532	462038	1472	1
17.2747	-50.3568	551059	1488	1
13.0171	-38.4836	272780	1168	1
50.6994	-117.822	294713	1168	1
47.9021	-137.639	331803	1440	1
43.2622	-108.367	281554	752	1
61.2471	-88.5987	398191	1520	1
57.214	-93.9564	284277	1152	1
55.1722	-53.0354	198566	1072	1
57.2087	-114.127	352906	1456	1
62.123	-88.3802	530291	1536	1
52.2092	-77.8958	0	0	1
23.8942	-68.6037	245643	736	1
53.5817	-129.787	181180	736	1
51.4982	-149.69	284098	752	1
59.0319	-127.5	177707	720	1
49.0962	-96.3468	217965	736	1
51.2529	-134.273	245643	736	1
50.7508	-125.97	465917	1504	1
17.3824	-50.3962	547157	1520	1
12.8972	-38.2497	277894	1168	1
50.63	-118.064	288749	1168	1
48.0577	-138.121	332898	1440	1
43.213	-108.612	284737	768	1
61.4273	-89.0404	394116	1520	1
57.1507	-94.4936	281812	1152	1
55.2999	-52.7999	196801	1008	1
57.1612	-114.191	354689	1472	1
61.9878	-88.394	531208	1520	1
52.2157	-78.0867	0	0	1
24.1766	-69.1514	245790	752	1
53.6656	-130.566	184416	720	1
51.844	-150.683	285829	752	1
58.9433	-126.709	175083	720	1
48.9097	-95.7025	219015	736	1
51.0259	-133.78	245790	752	1
50.5301	-125.783	468667	1488	1
17.596	-50.7782	550817	1520	1
12.8321	-37.9951	279337	1168	1
50.5521	-118.79	291346	1168	1
48.1978	-138.661	334041	1440	1
43.244	-109.302	284252	768	1
